,ax,ay,az,gx,gy,gz
0,-0.06122,0.007164,0.142763,-12.023926,-17.822266,-14.709473
1,-0.038515,0.020347,0.142031,-11.59668,-20.080566,-13.916016
2,-0.04413,0.003502,0.126894,-12.939453,-22.766113,-12.817383
3,-0.042421,0.009361,0.121767,-12.329102,-20.019531,-13.427734
4,-0.036806,0.019127,0.12958,-12.939453,-18.981934,-13.48877
5,-0.02875,0.019371,0.143008,-13.916016,-17.456055,-14.404297
6,-0.029726,0.024986,0.172793,-13.427734,-17.944336,-13.366699
7,-0.043154,0.016929,0.118349,-13.427734,-18.676758,-16.357422
8,-0.035341,0.025719,0.140322,-11.779785,-18.615723,-15.441895
9,-0.034853,0.036217,0.153994,-11.901855,-18.066406,-14.648438
10,-0.035341,0.029869,0.167666,-10.742188,-16.479492,-16.174316
11,-0.033144,0.01107,0.172793,-10.864258,-20.568848,-13.671875
12,-0.041201,0.031334,0.134707,-13.793945,-14.892578,-14.648438
13,-0.038515,0.017174,0.162539,-11.71875,-20.080566,-13.000488
14,-0.040468,0.013511,0.112246,-14.221191,-18.188477,-13.793945
15,-0.050234,0.024986,0.122988,-12.878418,-17.150879,-13.61084
16,-0.045107,0.020592,0.132265,-13.73291,-18.066406,-14.465332
17,-0.038271,0.010582,0.131533,-12.756348,-19.53125,-14.038086
18,-0.034853,0.027183,0.194521,-13.427734,-12.573242,-15.930176
19,-0.027773,0.006676,0.197451,-14.465332,-18.737793,-15.808105
20,-0.024599,0.014488,0.147646,-11.352539,-17.578125,-15.625
21,-0.041933,0.0494,0.135195,-12.084961,-21.42334,-15.441895
22,-0.037783,0.029381,0.146181,-10.925293,-18.920898,-15.808105
23,-0.053896,0.023765,0.154726,-13.427734,-17.211914,-15.74707
24,-0.045839,0.020592,0.110293,-12.634277,-20.080566,-15.136719
25,-0.044863,0.018883,0.174502,-13.366699,-18.737793,-14.282227
26,-0.037294,0.03231,0.140566,-11.962891,-20.935059,-13.183594
27,-0.038271,0.029381,0.1579,-13.244629,-18.981934,-13.061523
28,-0.052675,0.007652,0.165713,-13.183594,-17.63916,-13.549805
29,-0.039736,0.012779,0.169375,-12.390137,-18.920898,-14.099121
30,-0.040224,0.016685,0.195742,-13.183594,-16.052246,-14.160156
31,-0.028505,0.025963,0.181826,-14.831543,-19.40918,-14.648438
32,-0.055117,0.03109,0.140566,-12.512207,-17.089844,-15.991211
33,-0.027041,0.019859,0.162539,-12.817383,-21.179199,-17.272949
34,-0.019472,0.017662,0.142763,-11.413574,-20.935059,-18.554688
35,-0.026552,0.012779,0.164248,-12.512207,-19.226074,-15.930176
36,-0.031435,0.018638,0.144472,-10.131836,-20.202637,-15.441895
37,-0.052919,0.005943,0.168886,-12.023926,-17.39502,-15.50293
38,-0.054628,0.032066,0.129336,-13.305664,-17.822266,-14.099121
39,-0.037783,0.030357,0.152773,-12.756348,-20.141602,-13.122559
40,-0.056093,0.01107,0.181338,-11.84082,-19.042969,-13.916016
41,-0.043642,0.023277,0.172793,-13.427734,-17.63916,-13.427734
42,-0.043886,0.02816,0.153506,-13.977051,-19.348145,-13.061523
43,-0.018984,0.034019,0.16083,-11.779785,-16.113281,-13.671875
44,-0.022646,0.021324,0.159365,-12.756348,-18.432617,-13.73291
45,-0.030459,0.02523,0.155215,-14.160156,-16.418457,-15.258789
46,-0.023378,0.018394,0.178164,-11.779785,-20.080566,-15.50293
47,-0.030459,0.039635,0.142763,-10.559082,-16.723633,-17.150879
48,-0.038515,0.037437,0.191347,-11.474609,-18.493652,-16.418457
49,-0.038515,0.029136,0.148135,-12.451172,-18.554688,-14.526367
50,-0.031679,0.023765,0.13666,-13.061523,-18.432617,-13.916016
51,-0.043886,0.02401,0.166445,-12.634277,-17.456055,-13.244629
52,-0.016054,0.014732,0.106875,-13.793945,-17.822266,-14.099121
53,-0.046572,-0.000405,0.155459,-15.380859,-17.700195,-14.282227
54,-0.014345,0.022789,0.131289,-11.962891,-20.507812,-13.305664
55,-0.041933,0.033287,0.145449,-13.244629,-19.836426,-14.465332
56,-0.019228,0.034263,0.13959,-13.183594,-21.179199,-13.305664
57,-0.030214,0.016441,0.139101,-12.878418,-18.249512,-15.258789
58,-0.019472,0.011558,0.173281,-14.282227,-19.53125,-15.808105
59,-0.041689,0.022545,0.166689,-13.183594,-18.066406,-16.418457
60,-0.056337,0.017418,0.173281,-14.038086,-19.714355,-15.991211
61,-0.031435,0.016929,0.142519,-12.390137,-17.089844,-15.74707
62,-0.022402,0.029869,0.10956,-11.047363,-23.071289,-14.221191
63,-0.051211,0.019615,0.169375,-13.61084,-17.333984,-16.967773
64,-0.036806,0.024742,0.149844,-15.136719,-20.324707,-12.573242
65,-0.048281,0.013023,0.141787,-14.709473,-19.897461,-13.183594
66,-0.034853,0.023277,0.162051,-13.61084,-18.554688,-13.061523
67,-0.034365,0.023521,0.184756,-13.793945,-15.258789,-15.075684
68,-0.030214,0.025963,0.152529,-14.221191,-18.371582,-14.953613
69,-0.036562,0.027183,0.156924,-13.427734,-15.625,-14.343262
70,-0.019716,0.020103,0.184511,-12.756348,-18.127441,-15.014648
71,-0.031435,0.028404,0.168642,-13.366699,-17.333984,-14.770508
72,-0.035097,0.026695,0.129092,-13.061523,-16.052246,-14.343262
73,-0.040712,0.020592,0.104922,-14.892578,-18.554688,-14.526367
74,-0.027773,0.024986,0.145937,-11.901855,-17.272949,-13.427734
75,-0.023623,0.023521,0.154238,-11.962891,-21.484375,-14.099121
76,-0.059511,0.021812,0.188662,-13.85498,-15.808105,-14.709473
77,-0.033388,0.010338,0.17206,-14.038086,-20.141602,-14.221191
78,-0.035341,0.030845,0.184023,-11.901855,-18.005371,-15.380859
79,-0.040712,0.022301,0.190371,-11.84082,-19.53125,-15.441895
80,-0.031435,0.033287,0.11957,-13.549805,-18.493652,-15.563965
81,-0.025087,0.033287,0.135439,-12.268066,-18.249512,-15.991211
82,-0.043398,0.011802,0.140078,-11.474609,-21.179199,-16.174316
83,-0.054628,0.030845,0.161806,-9.82666,-16.723633,-15.136719
84,-0.025332,0.027427,0.204043,-11.59668,-16.906738,-14.099121
85,-0.050234,0.01522,0.14667,-13.000488,-16.662598,-14.465332
86,-0.034121,0.034263,0.152529,-11.535645,-18.005371,-13.48877
87,-0.04291,0.01815,0.185244,-11.901855,-17.63916,-14.038086
88,-0.042421,0.027183,0.178896,-13.671875,-16.601562,-13.549805
89,-0.040468,0.016197,0.166201,-14.587402,-17.76123,-14.831543
90,-0.046328,0.024498,0.156435,-13.061523,-18.127441,-14.648438
91,-0.0329,0.030845,0.145693,-12.145996,-15.197754,-15.50293
92,-0.036806,0.02523,0.151308,-12.451172,-18.005371,-14.282227
93,-0.040468,0.009117,0.16498,-13.427734,-19.836426,-15.74707
94,-0.021425,0.016685,0.144961,-12.756348,-19.165039,-16.113281
95,-0.054628,0.031578,0.18915,-13.000488,-18.127441,-14.343262
96,-0.03998,0.004478,0.156435,-13.000488,-21.484375,-14.160156
97,-0.041201,0.032066,0.183535,-12.268066,-16.662598,-14.160156
98,-0.044619,0.02108,0.130801,-12.145996,-23.132324,-13.916016
99,-0.059023,0.022545,0.189638,-11.352539,-19.40918,-15.136719
100,-0.02997,0.009361,0.173037,-12.451172,-19.226074,-14.587402
101,-0.041201,0.019615,0.162783,-13.85498,-20.996094,-13.305664
102,-0.021181,0.03817,0.167178,-9.399414,-16.479492,-14.526367
103,-0.029482,0.023521,0.156924,-12.939453,-19.042969,-14.831543
104,-0.055117,0.025719,0.163027,-12.573242,-17.63916,-15.686035
105,-0.029238,0.01815,0.139834,-11.535645,-21.057129,-14.221191
106,-0.04413,0.028648,0.11249,-10.498047,-19.592285,-15.74707
107,-0.064394,0.023033,0.15375,-12.451172,-16.662598,-15.197754
108,-0.027773,0.011802,0.111513,-11.779785,-19.226074,-14.282227
109,-0.04999,0.029625,0.160586,-12.329102,-18.798828,-13.977051
110,-0.037539,0.026451,0.151553,-13.549805,-17.089844,-13.122559
111,-0.020693,0.031822,0.172304,-13.73291,-18.432617,-13.73291
112,-0.044619,0.023277,0.175234,-14.343262,-17.51709,-13.85498
113,-0.052431,0.015465,0.197939,-12.451172,-17.883301,-13.85498
114,-0.026064,0.029136,0.154482,-14.282227,-19.165039,-14.221191
115,-0.034365,0.015465,0.173037,-11.535645,-19.165039,-14.648438
116,-0.035097,0.015709,0.158388,-13.122559,-17.63916,-16.296387
117,-0.031435,0.020592,0.194033,-12.023926,-20.019531,-14.892578
118,-0.059267,0.016929,0.178896,-11.535645,-19.165039,-16.235352
119,-0.048525,0.031822,0.169863,-14.160156,-16.479492,-14.526367
120,-0.035341,0.014,0.171816,-11.169434,-19.775391,-13.916016
121,-0.058046,0.009117,0.135439,-15.930176,-17.51709,-14.892578
122,-0.04291,0.027672,0.166933,-13.000488,-20.385742,-12.756348
123,-0.052431,0.01815,0.175722,-12.268066,-18.432617,-13.366699
124,-0.026552,0.007896,0.181094,-14.221191,-18.615723,-13.366699
125,-0.017275,0.028404,0.150576,-12.756348,-18.066406,-12.939453
126,-0.040468,0.030113,0.191836,-12.817383,-18.798828,-14.160156
127,-0.033144,0.034996,0.15375,-12.878418,-19.897461,-14.282227
128,-0.047548,0.01815,0.162295,-13.549805,-17.456055,-14.831543
129,-0.041445,0.022789,0.185732,-12.207031,-18.859863,-14.404297
130,-0.051455,0.033043,0.153261,-11.474609,-17.211914,-14.526367
131,-0.053896,0.021812,0.185976,-12.756348,-18.066406,-15.197754
132,-0.056582,0.034019,0.171816,-11.84082,-17.456055,-15.380859
133,-0.046816,0.032799,0.166689,-11.474609,-20.324707,-13.793945
134,-0.054873,0.006676,0.167666,-13.977051,-15.808105,-14.343262
135,-0.036562,0.020592,0.180605,-12.451172,-20.385742,-12.573242
136,-0.048525,0.018394,0.168886,-13.000488,-19.165039,-14.343262
137,-0.051455,0.034508,0.197451,-13.671875,-19.65332,-13.366699
138,-0.039248,0.025963,0.169131,-14.038086,-18.432617,-14.709473
139,-0.050722,0.013511,0.178164,-15.380859,-19.165039,-14.709473
140,-0.037539,0.024986,0.171572,-13.671875,-19.165039,-14.587402
141,-0.047548,0.035484,0.156679,-13.977051,-20.141602,-14.648438
142,-0.050966,0.019127,0.187685,-14.343262,-19.958496,-14.526367
143,-0.046084,0.025963,0.171572,-13.916016,-20.507812,-15.686035
144,-0.046572,0.017906,0.171084,-13.183594,-19.165039,-15.319824
145,-0.034609,0.026939,0.117617,-13.793945,-20.263672,-14.526367
146,-0.044375,0.005211,0.177431,-13.85498,-17.944336,-13.244629
147,-0.036318,0.012047,0.139101,-15.686035,-18.798828,-13.366699
148,-0.053896,0.029381,0.188906,-13.61084,-18.859863,-13.305664
149,-0.036562,0.032554,0.166201,-13.061523,-19.165039,-14.282227
150,-0.057314,0.019615,0.19208,-12.756348,-19.53125,-14.221191
151,-0.024843,0.019127,0.148135,-13.305664,-19.165039,-13.977051
152,-0.050478,0.034263,0.16376,-13.183594,-19.165039,-14.221191
153,-0.027285,0.042076,0.159365,-11.291504,-18.798828,-14.953613
154,-0.036318,0.03939,0.135928,-15.136719,-19.042969,-15.625
155,-0.046572,0.027916,0.150332,-11.59668,-17.76123,-16.723633
156,-0.053164,0.021812,0.167422,-11.474609,-19.470215,-15.991211
157,-0.04999,0.051597,0.131045,-12.634277,-19.226074,-15.380859
158,-0.043886,0.024498,0.155947,-12.939453,-19.165039,-15.686035
159,-0.055117,0.0494,0.16376,-12.390137,-17.883301,-15.686035
160,-0.049257,0.009605,0.162539,-14.526367,-17.63916,-14.343262
161,-0.055849,0.04232,0.181826,-14.038086,-17.944336,-13.305664
162,-0.040957,0.037681,0.125918,-13.000488,-18.920898,-13.793945
163,-0.043398,0.028892,0.153506,-14.038086,-18.249512,-12.695312
164,-0.032412,0.027183,0.165713,-12.268066,-18.737793,-15.258789
165,-0.041445,0.016685,0.135195,-12.634277,-19.348145,-14.709473
166,-0.049502,0.024742,0.160097,-11.474609,-16.052246,-13.977051
167,-0.028261,0.022301,0.157168,-13.122559,-17.272949,-14.526367
168,-0.03998,0.029625,0.162295,-13.000488,-17.578125,-14.282227
169,-0.059267,0.012779,0.156679,-13.366699,-18.493652,-15.319824
170,-0.046816,0.006676,0.153017,-13.122559,-17.63916,-14.770508
171,-0.050478,0.019371,0.155947,-13.122559,-19.287109,-13.916016
172,-0.049502,0.017906,0.160097,-12.756348,-17.63916,-14.526367
173,-0.056337,0.027427,0.163515,-13.85498,-17.456055,-13.183594
174,-0.040712,0.026939,0.154726,-11.352539,-19.775391,-13.48877
175,-0.04291,0.024498,0.165224,-14.221191,-19.165039,-13.549805
176,-0.038515,0.017418,0.172304,-12.756348,-18.798828,-13.427734
177,-0.041445,0.013267,0.124209,-12.390137,-19.348145,-13.977051
178,-0.038759,0.025963,0.138613,-11.901855,-18.737793,-14.038086
179,-0.043642,0.025719,0.152285,-13.793945,-18.981934,-14.160156
180,-0.042421,0.02523,0.146426,-13.61084,-19.40918,-15.991211
181,-0.033388,0.010826,0.161562,-10.742188,-20.568848,-16.723633
182,-0.062441,0.025963,0.159853,-11.901855,-19.226074,-16.662598
