,ax,ay,az,gx,gy,gz
0,0.95942,1.079341,0.033346,-2.319336,-5.67627,-4.211426
1,0.977975,1.084468,0.045797,-2.563477,-3.234863,-0.305176
2,0.965279,1.075434,0.066549,-2.807617,-0.915527,-0.732422
3,0.963082,1.091792,0.048971,-2.746582,-1.403809,-0.305176
4,0.992623,1.087153,0.0436,-3.845215,-0.427246,-0.610352
5,0.958687,1.073481,0.067526,-1.037598,0.12207,0.366211
6,0.968453,1.091059,0.043112,-3.051758,-0.305176,-1.159668
7,0.964547,1.07397,0.053122,-2.685547,0.427246,-1.403809
8,0.99067,1.087641,0.029684,-4.638672,-0.671387,-0.854492
9,0.977486,1.083491,0.029196,-3.234863,0.671387,-2.441406
10,0.977242,1.088374,0.031637,-3.234863,-0.061035,-1.342773
11,0.972603,1.07812,0.031881,-4.150391,0.976562,-1.037598
12,0.973092,1.072749,0.077047,-4.02832,-0.427246,-2.624512
13,0.966744,1.086665,0.015768,-3.112793,1.342773,-0.488281
14,0.974068,1.085688,0.042624,-1.953125,2.197266,-1.403809
15,0.971871,1.086909,0.058249,-2.13623,1.281738,-2.075195
16,0.97065,1.082515,0.063131,-4.394531,0.488281,-1.159668
17,0.977975,1.0852,0.047995,-3.295898,1.647949,-0.366211
18,0.970162,1.095698,0.045553,-3.78418,-1.220703,-2.868652
19,0.987496,1.074702,0.035544,-4.577637,-0.183105,-0.549316
20,0.970894,1.085932,0.027975,-4.882812,-0.671387,-4.150391
21,0.978951,1.098872,0.052633,-2.685547,0.0,-2.807617
22,0.965523,1.087397,0.06069,-3.112793,0.427246,-2.319336
23,0.954781,1.077632,0.028952,-2.929688,0.915527,-1.464844
24,0.966012,1.09228,0.050192,-2.075195,0.976562,-0.610352
25,0.976998,1.076167,0.02529,-3.356934,0.976562,-0.061035
26,0.970894,1.088618,0.022604,-2.685547,1.037598,-2.01416
27,0.976266,1.085444,0.05776,-0.732422,-1.586914,0.610352
28,0.982369,1.091059,0.059225,-3.051758,1.403809,-0.976562
29,0.957223,1.082026,0.053122,-1.89209,1.220703,-1.281738
30,0.96235,1.089106,0.044333,-2.868652,1.342773,0.12207
31,0.976266,1.084468,0.039938,-1.89209,-0.610352,-1.525879
32,0.974312,1.097651,0.040671,-1.89209,0.610352,-0.427246
33,0.964547,1.073725,0.049948,-2.807617,0.488281,-0.366211
34,0.978707,1.082759,0.046774,-2.685547,0.183105,-0.061035
